,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260103,08:13:03,34.03,71.57,16,7
1,20260103,09:52:03,24.25,46.73,45,15
2,20260103,09:55:13,34.91,40.91,37,13
3,20260103,09:55:15,38.05,53.86,38,14
4,20260104,09:32:43,25.52,60.83,89,27
5,20260104,09:36:24,37.9,53.86,36,12
6,20260104,09:36:36,38.68,54.23,33,16
7,20260104,09:37:29,42.28,59.13,83,41
8,20260104,17:43:25,-34.67,-58.56,35,14
9,20260104,18:03:53,36.96,-77.12,6,4
10,20260104,18:04:03,37.32,-78.06,7,7
11,20260105,05:53:36,35.56,112.41,67,24
12,20260105,05:54:43,39.66,113.25,18,12
13,20260105,09:13:30,24.83,66.68,27,25
14,20260105,09:13:54,25.44,60.74,99,34
15,20260105,09:16:49,36.15,59.99,29,17
16,20260105,09:17:50,38.67,54.27,110,34
17,20260105,09:18:04,39.42,53.69,81,27
18,20260106,05:35:07,36.7,112.25,36,17
19,20260106,07:13:44,27.44,95.4,12,5
20,20260106,08:52:51,19.19,72.75,32,17
21,20260106,08:58:11,36.36,59.48,9,7
22,20260106,08:58:24,37.38,60.5,20,12
23,20260106,08:58:41,37.8,60.27,69,29
24,20260106,08:59:13,38.61,54.25,51,16
25,20260107,05:16:21,36.27,113.03,58,29
26,20260107,06:54:56,27.38,95.34,22,7
27,20260107,08:34:10,19.31,72.79,39,22
28,20260107,08:36:00,24.83,67.18,44,16
29,20260107,08:38:10,34.08,71.39,40,14
30,20260107,10:18:47,31.2,48.77,40,22
31,20260107,10:20:03,34.56,40.83,30,9
32,20260108,06:36:16,27.48,95.45,22,9
33,20260108,08:15:18,18.96,72.84,38,20
34,20260108,08:19:09,33.68,72.87,48,19
35,20260108,09:59:58,31.27,48.81,31,21
36,20260108,10:01:00,35.4,51.09,32,19
37,20260108,10:01:38,35.1,41.26,28,18
38,20260108,10:01:36,37.73,53.96,37,23
39,20260108,10:02:04,39.5,53.72,74,25
40,20260108,20:05:32,19.44,-98.88,23,18
41,20260109,04:17:54,-33.15,151.42,64,26
42,20260109,06:19:04,35.83,107.85,53,39
43,20260109,08:00:30,33.64,72.88,13,7
44,20260109,08:01:28,38.79,80.13,9,4
45,20260109,09:42:10,36.27,59.63,59,42
46,20260109,09:42:39,38.05,61.46,67,33
