,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260314,13:03:53,29.6,6.69,3,2
1,20260315,03:59:49,-32.62,151.23,18,7
2,20260315,09:24:08,37.78,61.99,16,6
3,20260315,17:31:29,-35.5,-58.58,98,33
4,20260316,09:00:52,22.87,72.68,63,22
5,20260316,09:01:32,24.69,67.84,98,35
6,20260317,08:41:00,19.09,72.8,104,40
7,20260318,10:07:01,31.32,48.86,19,7
8,20260318,18:15:43,-34.65,-58.57,25,17
9,20260319,08:14:23,55.57,56.37,32,13
10,20260319,09:49:57,38.48,54.32,17,15
11,20260319,09:49:56,38.34,53.93,35,12
12,20260319,09:51:24,43.46,52.86,13,13
13,20260319,09:54:49,55.58,56.65,34,12
14,20260319,13:09:58,27.99,9.65,27,12
15,20260319,17:56:43,-34.66,-58.97,95,31
16,20260319,19:57:34,32.0,-104.02,13,8
17,20260319,21:39:54,36.6,-119.57,35,23
18,20260320,07:51:21,45.19,84.73,34,16
19,20260320,09:31:07,39.19,63.1,44,22
20,20260320,21:21:17,37.39,-120.84,16,8
