,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260110,09:19:55,25.1,66.8,62,25
1,20260111,05:41:13,35.64,112.41,73,27
2,20260111,05:41:24,35.68,109.09,28,12
3,20260111,05:41:36,36.59,109.68,25,15
4,20260111,05:41:26,36.65,112.27,62,25
5,20260111,09:04:45,37.8,61.67,39,16
6,20260111,12:25:54,29.41,6.83,19,7
7,20260112,05:22:19,35.15,112.75,111,66
8,20260112,05:23:09,37.63,110.56,43,21
9,20260112,07:01:13,27.34,95.34,17,9
10,20260112,08:40:23,18.95,72.81,39,17
11,20260112,08:42:17,25.02,67.06,57,32
12,20260112,08:42:23,25.81,68.73,25,14
13,20260112,08:46:06,37.44,60.37,99,49
14,20260112,08:46:20,39.84,66.4,7,3
15,20260112,12:08:10,31.83,5.73,36,12
16,20260113,05:03:53,35.43,112.6,39,22
17,20260113,06:42:31,27.39,95.7,14,7
18,20260113,08:20:54,17.51,78.59,13,4
19,20260113,08:21:39,19.02,72.88,42,15
20,20260113,08:23:40,24.82,67.19,45,23
21,20260113,08:27:48,41.38,69.16,22,17
22,20260113,18:35:02,33.5,-87.1,36,18
23,20260113,18:35:06,35.71,-80.26,20,11
24,20260114,08:05:06,25.29,68.27,18,31
25,20260114,08:06:02,30.23,71.46,12,7
26,20260114,08:06:47,33.63,73.03,52,17
27,20260114,08:09:03,41.21,69.04,60,40
28,20260115,19:36:17,25.83,-100.08,14,9
29,20260116,07:26:30,27.34,95.36,18,7
30,20260116,10:51:49,35.33,40.36,31,19
31,20260117,07:07:34,27.44,95.51,22,10
