,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260207,07:11:08,16.75,95.9,9,3
1,20260207,07:12:33,21.71,94.69,23,9
2,20260207,07:14:06,27.42,95.5,17,7
3,20260207,08:53:16,19.12,72.75,62,30
4,20260207,17:08:17,-25.72,-49.28,11,5
5,20260208,05:15:37,32.89,116.55,10,6
6,20260208,05:16:02,33.89,113.3,26,10
7,20260208,05:16:56,36.92,112.27,25,13
8,20260208,06:52:28,17.05,95.98,33,21
9,20260208,06:53:49,21.87,94.73,15,7
10,20260208,06:55:16,27.28,95.38,29,11
11,20260208,08:34:24,19.2,72.77,42,17
12,20260208,18:47:44,34.29,-84.54,7,4
13,20260209,06:36:35,27.39,95.58,14,5
14,20260209,08:15:42,19.2,72.88,73,24
15,20260209,08:15:48,21.33,83.51,15,8
16,20260209,20:10:07,34.83,-97.71,53,20
17,20260210,13:03:12,28.1,9.97,18,6
18,20260211,07:37:49,21.66,94.7,17,10
19,20260211,07:39:23,25.43,81.92,11,6
20,20260211,17:43:40,9.57,-64.14,54,19
21,20260212,05:44:19,43.11,101.21,27,9
22,20260212,07:20:27,27.39,95.39,12,7
23,20260212,14:08:12,33.59,-7.69,18,9
24,20260212,20:55:29,36.51,-119.75,53,18
25,20260212,19:12:48,32.07,-94.66,13,8
26,20260212,19:12:43,33.37,-87.17,9,4
27,20260213,05:22:49,35.57,112.28,32,17
28,20260213,05:23:17,36.55,109.78,14,8
29,20260213,05:23:02,36.49,112.26,51,16
30,20260213,05:23:53,39.76,112.95,18,7
31,20260213,07:01:33,27.39,95.44,19,7
32,20260213,07:01:35,27.46,95.57,16,5
33,20260213,08:44:50,33.99,71.6,11,7
34,20260213,18:53:57,33.42,-87.23,10,4
35,20260213,18:55:28,39.86,-80.33,32,14
36,20260214,05:03:41,33.93,113.53,32,14
37,20260214,06:41:24,21.58,94.67,20,8
38,20260214,06:42:52,27.52,95.51,17,8
