,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20250125,08:35:11,19.63,72.72,68,25
1,20250125,08:37:34,28.04,69.7,20,9
2,20250125,08:37:58,30.13,71.5,19,8
3,20250125,08:40:40,37.85,61.4,52,20
4,20250125,10:15:41,15.47,46.06,8,3
5,20250125,18:48:33,35.54,-80.84,14,7
6,20250125,18:48:23,35.12,-78.47,7,4
7,20250126,06:33:20,14.78,99.98,49,19
8,20250126,06:37:10,27.36,95.24,18,9
9,20250126,08:16:16,19.22,72.81,35,21
10,20250126,08:18:48,27.98,69.77,22,15
11,20250126,08:21:59,37.56,61.91,43,16
12,20250126,08:22:11,38.84,63.64,60,22
13,20250126,09:57:01,15.48,45.77,19,11
14,20250126,10:02:26,35.02,40.29,21,7
15,20250126,11:35:55,8.73,30.16,75,25
16,20250127,07:56:40,17.47,78.56,29,12
17,20250127,08:00:15,28.0,69.58,51,19
18,20250127,08:03:02,38.05,67.28,125,62
19,20250127,08:03:34,39.49,65.42,20,13
20,20250127,11:23:13,28.78,21.02,48,17
21,20250127,19:47:32,18.96,-98.2,10,5
22,20250127,19:51:55,35.33,-97.48,5,2
23,20250128,09:25:01,38.58,54.24,80,25
24,20250128,09:25:23,39.38,53.8,49,18
25,20250128,10:57:57,8.94,39.88,52,19
26,20250128,11:05:18,34.83,41.01,15,9
27,20250128,19:29:05,19.43,-99.09,8,3
28,20250129,05:42:21,36.68,112.27,35,13
29,20250129,05:42:28,35.97,107.76,40,19
30,20250129,09:01:54,24.98,67.19,127,52
31,20250129,09:05:37,37.67,61.95,70,28
32,20250129,09:06:21,38.64,54.21,49,18
33,20250129,10:46:21,35.11,40.61,29,11
34,20250130,07:00:36,21.65,94.73,17,9
35,20250130,08:43:04,24.87,66.88,69,22
36,20250130,10:21:53,15.58,46.04,10,6
37,20250130,10:27:28,35.3,40.47,34,12
38,20250131,06:41:55,21.68,94.76,13,6
39,20250131,08:24:27,24.93,67.02,29,12
40,20250131,08:25:04,27.95,69.81,33,22
41,20250129,20:58:24,44.68,-123.25,7,4
42,20250131,10:07:11,31.24,48.68,26,15
43,20250131,10:08:17,32.09,36.53,53,28
44,20250131,10:08:42,35.06,40.23,38,13
45,20250131,10:09:13,38.63,54.19,78,24
46,20250131,13:32:43,40.26,-3.81,8,5
47,20250131,20:16:21,32.2,-104.07,9,7
