,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20250510,09:12:41,37.88,60.93,75,35
1,20250510,09:13:02,37.96,53.81,160,50
2,20250510,09:12:47,38.75,65.95,21,7
3,20250510,09:13:40,39.78,53.42,197,68
4,20250511,08:53:50,37.26,61.31,66,31
5,20250511,20:42:33,32.7,-103.54,41,19
6,20250511,18:41:22,-35.58,-59.34,55,21
7,20250512,06:58:04,54.31,86.27,28,16
8,20250512,08:35:17,37.53,61.46,30,12
9,20250512,08:36:32,42.43,60.0,40,12
10,20250512,08:40:05,54.72,53.85,47,15
11,20250513,06:37:17,45.35,85.0,21,7
12,20250513,08:12:19,26.37,81.6,24,9
13,20250513,08:14:38,33.69,73.01,26,11
14,20250513,08:16:35,37.76,62.14,34,12
15,20250513,08:16:38,38.77,64.61,11,5
16,20250513,08:16:56,41.33,69.21,17,9
17,20250513,20:01:14,20.48,-97.4,13,6
18,20250513,20:02:45,25.61,-100.05,36,12
19,20250514,07:57:50,40.44,71.76,18,8
20,20250514,07:58:19,40.99,68.96,22,8
21,20250514,07:58:22,41.56,68.84,19,10
22,20250514,12:54:20,14.22,14.78,166,90
23,20250514,19:42:29,20.52,-97.6,5,3
24,20250514,19:42:29,20.4,-97.28,15,11
25,20250516,10:40:46,34.82,41.18,25,9
26,20250516,10:40:59,35.34,40.33,19,6
27,20250516,17:10:07,-23.63,-46.44,8,3
