,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260711,07:41:27,62.44,75.01,31,15
1,20260711,09:15:43,37.54,61.85,16,6
2,20260711,14:18:28,31.8,-7.89,25,11
3,20260711,12:22:42,-18.29,26.74,16,8
4,20260712,07:17:38,45.1,84.76,12,4
5,20260712,07:19:59,51.68,75.4,20,9
6,20260712,08:57:47,38.58,55.06,58,24
7,20260712,08:57:53,38.61,54.31,61,22
8,20260712,08:57:48,39.59,57.7,50,18
9,20260712,08:58:14,39.49,53.69,147,90
10,20260712,10:36:49,32.68,44.78,30,15
11,20260713,07:00:53,53.76,91.03,10,4
12,20260713,07:01:24,51.56,75.26,25,12
13,20260713,08:37:58,36.42,62.46,87,31
14,20260713,08:38:04,36.95,61.52,265,83
15,20260713,08:38:29,38.06,61.64,40,13
16,20260713,08:41:06,49.95,72.85,19,8
17,20260713,08:41:35,51.58,75.51,21,10
18,20260713,10:18:09,32.01,39.4,16,7
19,20260713,10:18:19,32.64,39.17,18,7
20,20260713,10:19:27,38.77,54.6,45,25
21,20260713,10:19:56,40.64,53.8,87,46
22,20260713,13:40:50,31.8,-8.09,11,4
23,20260713,13:41:07,33.08,-7.65,21,7
24,20260713,11:58:07,27.98,20.01,7,2
25,20260713,18:47:32,39.23,-87.63,35,13
26,20260714,08:19:39,40.3,71.69,9,5
27,20260714,10:00:12,37.99,53.81,75,43
28,20260714,10:00:52,39.82,53.61,202,68
29,20260714,11:26:48,-15.82,33.39,28,11
30,20260715,09:40:55,36.95,61.28,119,40
31,20260715,09:41:04,37.45,62.03,58,21
32,20260715,09:42:45,43.7,57.82,35,12
33,20260716,07:49:13,67.72,83.33,6,2
34,20260716,06:08:33,67.71,83.21,7,3
35,20260716,09:21:52,36.7,61.51,128,41
36,20260717,07:29:56,66.14,76.71,60,20
37,20260717,05:49:42,63.92,77.35,290,110
38,20260717,09:02:53,36.39,63.23,108,36
39,20260717,09:03:09,37.14,63.08,93,31
40,20260717,09:04:11,41.74,68.1,51,23
41,20260717,09:04:33,41.95,59.63,59,18
42,20260717,09:05:31,43.38,52.84,15,6
43,20260717,10:49:53,55.95,34.4,33,13
