,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260328,07:03:59,51.69,75.34,40,13
1,20260328,08:44:20,51.67,75.34,42,15
2,20260329,06:42:58,45.5,85.14,23,13
3,20260329,08:19:50,31.44,73.08,18,7
4,20260330,09:44:03,37.8,53.98,47,20
5,20260331,09:24:54,37.72,60.08,16,7
6,20260331,09:25:10,38.7,61.57,113,54
7,20260331,09:25:47,41.15,60.96,27,10
8,20260401,05:42:00,33.93,113.33,16,5
9,20260401,07:28:49,51.51,75.86,103,37
10,20260401,07:29:06,54.06,87.37,53,24
11,20260401,10:46:07,33.31,44.26,62,23
12,20260402,07:01:05,21.6,94.92,17,6
13,20260402,08:51:42,53.42,58.96,28,12
14,20260402,08:53:35,60.64,61.09,28,14
15,20260402,20:38:25,37.77,-121.41,103,36
16,20260403,06:51:59,51.72,75.24,36,11
17,20260403,08:31:56,51.68,75.42,43,13
