,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20250628,08:54:52,37.62,61.91,160,52
1,20250628,08:55:49,38.54,54.32,43,13
2,20250628,08:56:05,39.57,53.36,90,34
3,20250628,20:45:27,36.96,-119.76,36,14
4,20250628,11:59:33,-26.56,29.22,33,13
5,20250628,11:59:37,-26.59,28.01,9,4
6,20250628,12:01:55,-18.42,26.48,6,3
7,20250629,08:36:47,41.28,69.45,61,25
8,20250629,11:40:54,-26.53,29.12,21,8
9,20250630,08:17:55,40.92,68.87,45,17
10,20250630,09:56:02,29.03,48.08,27,10
11,20250630,09:56:31,31.2,48.7,40,26
12,20250630,11:42:59,49.21,24.49,86,31
13,20250701,08:05:22,63.76,67.55,38,14
14,20250701,11:24:36,50.0,18.62,9,3
15,20250701,17:46:24,-34.25,-58.0,74,23
16,20250701,17:46:55,-33.16,-60.81,10,4
17,20250702,07:46:32,64.33,70.4,34,12
18,20250702,11:06:03,50.12,18.44,25,11
19,20250702,17:27:38,-34.83,-58.63,127,50
20,20250703,03:40:11,-21.77,148.37,14,6
21,20250703,20:53:47,44.02,-121.16,36,13
22,20250703,05:36:45,32.66,116.63,74,40
23,20250703,12:26:27,45.14,8.3,4,2
24,20250704,03:20:28,-25.63,149.06,11,4
25,20250704,07:05:26,53.91,87.55,23,15
26,20250704,07:05:30,54.19,87.31,25,17
27,20250704,11:49:32,-18.5,26.39,18,6
