,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20250726,08:37:41,63.7,53.8,5,2
1,20250726,08:38:24,67.53,63.93,8,3
2,20250726,16:40:27,-23.34,-46.78,10,5
3,20250727,08:19:28,67.51,63.95,12,6
4,20250727,09:52:16,37.58,54.36,48,17
5,20250727,09:52:37,38.97,54.56,78,26
6,20250727,09:55:51,50.02,48.94,186,69
7,20250727,09:57:41,55.31,39.02,8,4
8,20250727,11:18:59,-15.84,33.32,45,17
9,20250727,13:14:52,35.86,-0.01,52,23
10,20250728,09:33:42,38.64,54.17,153,52
11,20250728,09:33:54,39.31,53.53,236,74
12,20250728,09:36:02,46.41,48.79,84,27
13,20250728,09:38:02,51.24,39.03,15,5
14,20250729,03:52:09,-24.81,150.0,14,5
15,20250729,03:53:02,-21.79,148.35,54,20
16,20250729,09:14:33,38.55,61.69,25,13
17,20250729,09:15:12,39.44,53.7,125,66
18,20250729,10:58:19,46.68,40.43,153,48
19,20250729,21:05:29,39.3,-121.82,9,3
20,20250729,12:18:53,-26.59,29.24,9,4
21,20250730,05:33:05,39.9,112.92,16,6
22,20250730,07:21:58,65.27,73.24,40,17
23,20250730,07:21:58,65.42,74.77,29,11
24,20250730,08:55:26,37.45,61.69,102,37
25,20250730,08:56:32,39.38,53.92,216,68
26,20250730,09:03:46,67.48,63.86,21,8
27,20250730,10:43:13,60.33,43.83,41,20
28,20250730,13:58:31,33.44,-7.46,24,9
29,20250730,17:04:58,-25.7,-49.7,8,3
30,20250731,08:37:52,38.98,54.49,147,48
31,20250731,08:38:02,39.41,53.68,205,65
32,20250731,13:39:39,33.34,-7.35,19,7
33,20250731,16:46:14,-25.88,-49.95,17,9
34,20250731,11:41:20,-26.58,29.28,52,20
35,20250731,20:24:52,31.24,-101.24,17,13
36,20250731,20:24:59,31.59,-103.11,28,9
37,20250731,20:24:59,31.81,-101.92,34,13
38,20250801,06:44:45,66.79,74.67,12,4
39,20250801,08:18:06,37.26,62.23,216,70
40,20250801,09:58:46,37.87,53.79,122,56
41,20250801,09:58:56,38.38,54.6,56,24
42,20250801,09:59:26,40.23,49.21,42,16
43,20250801,09:59:10,39.49,53.74,74,36
44,20250801,13:21:53,37.21,-5.95,4,3
45,20250801,13:23:09,41.24,-8.65,51,22
46,20250801,16:28:04,-23.38,-46.84,10,6
47,20250801,11:25:12,-16.12,33.75,28,12
