,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260509,05:31:29,35.64,112.71,80,44
1,20260509,08:51:21,25.26,68.01,75,23
2,20260509,19:04:12,39.28,-85.84,23,8
3,20260510,08:31:44,23.27,72.55,28,12
4,20260510,10:17:16,37.71,53.87,88,30
5,20260511,09:57:37,35.24,51.23,26,8
6,20260511,09:58:27,38.57,53.81,140,64
7,20260511,18:05:09,-34.68,-58.3,78,29
8,20260511,20:05:36,31.57,-101.08,12,4
9,20260511,20:05:43,31.35,-103.12,12,8
10,20260511,20:06:07,33.09,-102.84,8,3
11,20260511,20:07:29,38.7,-97.28,44,14
12,20260512,09:39:27,38.06,53.89,93,49
13,20260512,09:39:53,40.07,61.0,102,33
14,20260512,09:40:03,40.84,60.16,93,29
15,20260512,19:46:50,31.23,-101.23,23,12
16,20260512,19:47:20,32.2,-103.62,12,5
17,20260512,19:47:36,35.14,-97.24,37,15
18,20260512,19:47:32,32.98,-104.03,82,27
19,20260513,21:10:55,37.29,-121.0,28,14
20,20260514,09:02:40,41.46,59.73,179,57
21,20260514,12:08:49,-15.92,33.4,36,13
22,20260515,08:39:03,24.92,67.13,44,17
23,20260515,18:50:28,34.66,-82.34,9,4
24,20260516,06:46:33,53.79,91.18,7,3
