,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260117,05:29:25,37.64,110.88,70,28
1,20260117,10:32:22,31.97,36.15,13,6
2,20260117,12:08:37,12.5,13.1,36,13
3,20260117,12:14:14,31.91,6.21,36,13
4,20260118,06:47:23,21.63,94.71,20,8
5,20260118,06:48:48,27.35,95.36,32,15
6,20260118,08:26:03,13.01,77.27,9,5
7,20260118,08:27:18,17.65,78.54,15,6
8,20260118,18:41:15,33.29,-86.71,32,18
9,20260118,20:20:41,28.11,-99.14,23,15
10,20260118,20:21:55,32.47,-101.35,61,37
11,20260119,06:30:14,27.39,95.32,15,8
12,20260119,08:07:25,13.18,77.68,14,6
13,20260119,13:19:25,40.38,-3.61,13,10
14,20260119,18:02:29,-34.68,-58.96,27,9
15,20260119,20:02:12,30.0,-95.04,18,8
16,20260119,20:04:41,36.71,-108.25,29,11
17,20260120,17:43:44,-34.43,-58.59,53,22
18,20260120,13:00:46,40.46,-4.05,38,14
19,20260120,19:44:14,32.25,-101.9,47,21
20,20260120,19:44:30,32.58,-102.86,26,13
21,20260121,09:13:45,24.93,67.15,37,12
22,20260121,12:42:32,45.15,10.47,54,27
23,20260121,19:25:38,31.81,-101.58,172,62
24,20260121,19:25:42,32.84,-99.01,24,10
25,20260122,05:35:20,35.78,109.05,14,6
26,20260122,07:13:58,27.5,95.42,9,4
27,20260123,06:55:08,27.48,95.49,12,6
28,20260123,08:36:20,25.81,68.69,20,12
