,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20251206,05:15:17,35.54,112.37,94,33
1,20251206,05:15:59,37.53,110.58,18,7
2,20251206,06:54:03,27.45,95.43,14,8
3,20251206,08:38:58,38.82,64.61,8,3
4,20251206,08:39:25,40.31,63.59,17,12
5,20251206,08:39:23,41.23,68.78,26,13
6,20251206,10:17:57,31.25,48.69,62,34
7,20251206,20:26:03,28.38,-99.74,17,10
8,20251206,20:27:13,32.11,-104.18,62,37
9,20251206,20:27:19,32.69,-98.69,23,8
10,20251206,20:27:21,33.08,-100.65,105,47
11,20251207,06:35:23,27.39,95.72,20,9
12,20251207,06:35:46,30.78,104.41,7,3
13,20251207,08:14:29,19.11,73.02,25,14
14,20251207,08:16:20,26.86,75.93,7,2
15,20251207,08:20:22,38.94,64.57,17,10
16,20251207,08:20:21,37.98,62.32,220,103
17,20251207,20:08:17,31.91,-103.5,33,17
18,20251208,19:49:28,31.33,-103.69,28,22
19,20251208,19:49:43,32.25,-104.0,23,17
20,20251209,09:19:04,24.86,66.73,80,31
21,20251209,09:22:45,37.52,61.83,77,38
22,20251209,19:29:51,29.92,-95.21,21,8
23,20251209,19:30:22,32.91,-92.67,28,14
24,20251209,19:30:35,33.61,-87.43,27,10
25,20251209,19:31:08,32.05,-103.08,60,24
26,20251210,05:40:23,35.58,112.37,178,76
27,20251210,07:19:20,27.49,95.65,13,5
28,20251210,09:00:11,24.58,67.31,127,57
29,20251210,10:39:05,16.05,45.97,16,8
30,20251210,20:52:41,32.1,-109.55,31,13
31,20251211,07:00:27,27.38,95.73,20,7
32,20251211,08:38:59,17.52,78.57,21,8
33,20251211,08:39:36,19.36,72.81,24,12
34,20251211,08:41:28,24.84,67.2,167,55
35,20251211,08:41:30,25.43,68.26,21,8
36,20251211,08:41:35,25.79,68.68,15,10
37,20251211,08:42:10,27.41,68.24,8,5
38,20251211,08:42:10,28.2,70.55,27,15
39,20251211,20:33:43,32.34,-103.46,58,25
40,20251212,06:41:45,27.32,95.29,23,11
41,20251212,08:20:02,17.47,78.53,26,11
42,20251212,08:20:52,19.28,72.82,28,20
43,20251212,08:22:44,26.69,76.08,8,4
