,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20250412,07:54:51,33.73,72.83,23,11
1,20250412,12:57:14,28.12,9.79,9,4
2,20250412,19:41:26,20.44,-97.55,26,9
3,20250412,19:43:54,30.51,-88.51,88,44
4,20250412,19:44:25,32.29,-93.67,23,11
5,20250413,06:01:08,54.89,86.47,29,15
6,20250413,09:18:50,39.48,53.65,59,20
7,20250413,19:25:46,33.55,-87.29,28,13
8,20250414,05:36:08,37.76,113.5,53,23
9,20250414,08:55:26,24.92,67.26,62,45
10,20250414,08:56:15,27.91,69.38,9,9
11,20250414,08:59:08,37.44,60.91,68,32
12,20250414,08:59:48,40.21,63.4,48,16
13,20250414,19:06:22,31.52,-87.59,34,17
14,20250414,20:50:09,38.17,-121.2,9,3
15,20250415,08:34:49,18.93,72.8,73,25
16,20250415,10:24:56,48.73,35.79,18,8
17,20250415,12:02:26,31.49,5.92,19,12
18,20250415,18:48:15,32.5,-92.17,46,23
19,20250415,20:33:52,49.48,-106.67,28,12
20,20250416,06:44:47,54.25,86.17,60,33
21,20250416,06:44:58,54.72,83.73,11,4
22,20250416,08:16:07,19.11,72.97,46,20
23,20250416,08:17:12,23.02,72.57,11,5
24,20250416,08:22:07,39.6,65.24,37,21
25,20250416,10:07:50,56.0,42.03,13,8
26,20250416,18:29:29,33.24,-87.27,14,8
27,20250417,09:42:03,31.2,49.68,39,13
28,20250417,09:43:49,35.23,40.59,34,17
29,20250417,09:47:03,48.75,43.83,8,5
30,20250417,18:12:00,39.83,-80.39,13,7
31,20250418,11:05:08,34.77,40.32,18,7
