,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20250208,10:51:35,9.05,39.83,34,13
1,20250208,12:39:12,30.08,6.81,14,6
2,20250209,07:13:05,21.72,94.73,20,10
3,20250209,07:14:37,27.28,95.3,11,4
4,20250209,08:54:50,23.0,72.24,18,10
5,20250209,12:21:08,32.21,6.35,47,19
6,20250209,10:34:18,15.16,46.45,10,6
7,20250210,06:54:13,21.49,94.55,15,6
8,20250210,10:19:45,31.39,48.82,17,6
9,20250210,08:36:43,24.8,67.48,65,21
10,20250210,08:38:01,30.15,71.46,18,10
11,20250210,12:01:57,29.8,6.69,4,2
12,20250210,12:02:33,31.56,5.73,31,11
13,20250211,06:32:59,13.49,100.21,28,13
14,20250211,06:36:03,23.53,94.99,10,8
15,20250211,08:16:06,19.08,72.91,51,21
16,20250211,08:18:09,24.81,67.19,62,24
17,20250211,08:18:41,27.91,69.77,14,7
18,20250212,07:55:30,12.85,76.96,21,9
19,20250212,07:56:35,17.7,78.64,20,7
20,20250212,09:43:36,38.58,60.83,56,28
21,20250213,09:20:44,24.75,67.01,148,45
22,20250213,17:31:51,-34.52,-58.71,74,28
23,20250214,07:19:20,21.86,94.76,19,9
24,20250214,09:01:44,24.82,67.2,146,52
25,20250214,09:05:12,36.17,59.83,27,22
26,20250214,09:06:12,38.64,54.28,71,26
