,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260214,08:21:00,17.04,79.22,30,13
1,20260214,08:22:58,23.14,72.37,30,14
2,20260214,08:24:29,27.77,69.7,18,11
3,20260214,18:39:18,47.05,-93.05,59,32
4,20260215,08:07:06,33.64,73.05,51,18
5,20260216,07:44:30,21.77,83.74,20,10
6,20260216,07:46:01,26.39,80.17,21,17
7,20260216,09:30:36,37.94,53.89,30,13
8,20260216,09:31:17,40.38,53.07,113,39
9,20260216,19:37:15,29.65,-95.53,21,8
10,20260217,07:26:45,27.36,95.32,17,10
11,20260217,09:11:08,36.31,59.6,20,9
12,20260217,09:11:26,38.11,61.68,52,36
13,20260217,09:11:43,38.32,58.27,36,13
14,20260217,09:11:37,38.6,61.18,160,51
15,20260217,10:48:28,22.11,39.09,53,17
16,20260218,05:29:17,36.47,112.21,40,15
17,20260218,07:07:54,27.46,95.55,12,4
18,20260218,08:48:49,24.82,66.95,31,23
19,20260218,10:31:55,31.47,48.68,42,18
20,20260218,12:14:30,31.51,5.73,7,2
21,20260219,05:10:18,35.15,112.81,72,24
22,20260219,06:49:05,27.36,95.33,15,7
23,20260219,08:29:17,23.0,72.63,13,9
24,20260219,08:32:04,33.31,72.7,23,15
25,20260219,08:32:18,34.01,71.59,24,12
26,20260219,08:34:03,37.71,61.75,87,38
27,20260219,08:34:05,38.84,63.7,21,10
28,20260219,08:34:04,39.68,66.9,37,26
29,20260219,08:34:34,40.43,62.21,24,12
30,20260220,04:51:06,37.1,126.74,178,60
31,20260220,06:30:29,27.32,95.35,15,7
32,20260220,08:13:17,33.19,72.63,16,13
33,20260220,08:13:20,33.74,73.13,40,15
34,20260220,08:15:25,37.57,62.22,144,54
35,20260220,18:02:45,-34.54,-58.61,64,22
36,20260220,19:59:55,20.55,-97.47,11,7
37,20260220,20:02:01,28.06,-99.45,18,8
