,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20250906,05:20:22,37.92,113.29,86,32
1,20250906,08:44:29,41.74,60.14,91,34
2,20250906,08:45:10,45.38,66.97,40,15
3,20250906,10:23:25,31.71,36.34,13,9
4,20250906,18:31:06,-34.54,-58.65,78,38
5,20250907,06:47:21,53.8,87.3,19,7
6,20250907,08:26:03,42.17,59.49,111,46
7,20250907,10:03:39,31.26,49.02,38,18
8,20250907,10:04:45,35.49,51.35,56,23
9,20250907,10:05:50,39.41,53.55,80,29
10,20250907,18:12:03,-35.31,-59.2,69,24
11,20250908,09:46:24,37.66,61.38,72,25
12,20250908,09:46:53,39.54,53.13,115,41
13,20250908,09:49:07,47.38,52.18,137,43
14,20250908,09:49:40,49.02,49.69,55,22
15,20250908,18:14:35,39.56,-78.09,11,6
16,20250909,06:03:46,35.71,112.45,105,35
17,20250909,09:27:19,37.81,61.64,66,21
18,20250909,09:28:32,40.31,49.84,16,7
19,20250909,09:28:30,41.72,59.38,30,17
20,20250909,17:34:44,-34.49,-58.58,26,10
21,20250909,17:56:15,39.99,-80.18,37,22
22,20250909,19:34:55,32.25,-94.04,26,13
23,20250909,19:35:26,32.45,-101.88,79,28
24,20250910,03:47:06,-22.31,148.46,13,6
25,20250910,05:45:25,38.03,113.51,225,81
26,20250910,09:08:37,38.67,63.09,43,17
27,20250910,09:09:10,39.93,58.52,39,16
28,20250910,09:09:01,40.21,63.55,50,16
29,20250910,09:09:27,41.07,58.76,65,23
30,20250910,17:17:50,-25.66,-49.23,9,3
31,20250910,17:18:21,-23.71,-46.53,46,15
32,20250911,07:15:24,62.92,75.21,542,239
33,20250911,08:54:01,50.76,48.55,91,28
34,20250911,10:29:41,32.02,36.19,10,4
35,20250911,10:34:22,50.27,48.06,35,12
36,20250911,10:34:25,50.44,48.67,52,19
37,20250911,10:34:30,50.48,38.57,53,17
38,20250911,10:35:53,55.55,38.08,14,8
39,20250911,10:36:13,56.34,34.25,84,32
40,20250911,16:59:31,-23.47,-46.72,32,18
41,20250911,18:59:18,41.44,-83.9,8,4
42,20250912,08:31:24,41.17,69.31,26,11
43,20250912,10:11:27,35.22,40.83,68,24
44,20250912,10:16:59,56.07,48.2,93,39
45,20250912,11:50:57,29.04,20.79,24,9
46,20250912,18:18:26,-35.17,-59.21,112,40
47,20250912,18:40:02,39.35,-84.35,9,4
48,20250912,18:39:52,39.79,-80.24,19,10
49,20250912,18:40:23,41.26,-82.32,6,3
