,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20251004,08:18:22,36.47,61.42,74,23
1,20251004,09:57:39,32.7,51.84,6,3
2,20251004,09:58:22,35.31,51.78,39,16
3,20251004,09:59:08,35.39,40.37,20,15
4,20251004,09:59:33,39.7,53.7,52,20
5,20251004,13:23:14,41.77,0.53,67,24
6,20251004,18:26:23,37.02,-77.08,2,2
7,20251004,18:26:47,37.26,-81.84,14,9
8,20251004,18:27:11,39.21,-80.35,13,6
9,20251004,18:27:18,39.83,-80.38,25,12
10,20251005,09:38:40,31.08,49.09,47,15
11,20251005,09:40:10,38.06,53.9,69,31
12,20251005,09:40:20,38.66,54.19,132,46
13,20251005,09:40:35,39.41,53.7,195,68
14,20251005,21:30:24,37.4,-120.84,17,6
15,20251005,18:08:36,39.91,-80.15,58,36
16,20251006,09:20:07,31.35,48.84,22,7
17,20251006,09:20:58,35.5,51.3,49,19
18,20251006,09:21:17,37.5,53.94,132,43
19,20251006,09:21:32,38.61,54.36,55,19
20,20251006,09:21:44,39.45,53.7,107,52
21,20251006,12:42:33,31.77,5.73,36,12
22,20251006,12:46:07,45.07,10.78,26,15
23,20251006,17:49:58,40.09,-79.96,24,18
24,20251008,03:22:17,-21.87,148.36,22,10
25,20251007,03:40:32,-23.43,148.03,12,5
26,20251007,03:40:52,-22.27,147.49,31,11
27,20251007,03:41:00,-21.71,147.83,18,6
28,20251007,07:22:18,44.01,87.82,28,11
29,20251008,08:46:18,49.77,72.85,15,8
30,20251008,08:47:48,53.12,55.87,58,18
31,20251008,08:48:10,54.81,56.33,92,33
32,20251008,10:21:55,28.95,48.09,22,12
33,20251008,10:22:39,31.57,48.58,45,29
34,20251008,10:22:32,31.29,49.03,22,16
35,20251008,10:23:48,34.95,40.87,14,5
36,20251008,10:23:42,35.6,50.98,34,15
37,20251008,10:24:03,35.34,40.26,21,7
38,20251008,10:28:05,50.77,48.54,55,20
39,20251007,10:41:34,31.27,49.02,45,25
40,20251007,10:42:45,35.31,40.39,25,17
41,20251007,14:05:03,33.01,-7.5,28,9
42,20251007,08:58:20,24.77,67.02,77,24
43,20251007,09:02:15,38.15,61.4,33,12
44,20251007,09:02:39,37.76,53.98,18,9
45,20251007,09:02:37,39.85,63.97,36,13
46,20251007,09:02:54,39.02,54.53,54,16
47,20251007,09:03:18,41.78,60.04,19,6
48,20251009,08:24:43,38.64,64.83,22,8
49,20251009,08:24:49,39.72,66.96,23,10
50,20251009,08:27:22,49.72,72.78,17,10
51,20251009,08:28:39,52.96,60.85,28,9
52,20251009,10:03:24,30.23,47.71,21,7
53,20251009,10:03:44,31.54,48.68,28,9
54,20251009,10:03:42,31.44,49.03,21,7
55,20251009,10:04:42,35.45,51.04,29,24
56,20251009,10:05:11,35.29,40.41,36,12
57,20251009,10:05:22,38.13,53.76,87,38
58,20251009,10:05:57,39.41,53.69,168,68
59,20251009,10:08:49,49.43,43.79,211,82
60,20251009,18:33:33,39.84,-80.36,57,28
61,20251009,20:15:36,42.44,-96.75,107,40
62,20251009,20:16:03,43.61,-105.21,8,7
63,20251009,20:19:30,54.82,-115.32,27,16
64,20251010,04:44:30,46.61,124.98,26,11
65,20251010,08:06:03,38.73,65.89,8,4
66,20251010,09:43:21,24.62,46.55,48,17
67,20251010,09:45:04,31.27,48.8,62,27
68,20251010,09:45:42,35.18,52.21,77,32
69,20251010,09:46:30,38.21,54.58,77,25
70,20251010,09:47:32,42.13,59.35,83,38
71,20251010,11:26:04,29.1,20.65,22,8
72,20251010,17:53:24,-34.54,-58.58,68,26
73,20251010,18:14:48,39.85,-80.48,54,28
74,20251010,20:01:15,57.58,-112.01,22,13
