,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260606,06:53:56,54.28,85.74,20,9
1,20260606,06:53:52,54.22,86.89,18,11
2,20260606,06:54:02,54.5,86.23,39,14
3,20260606,08:29:12,33.55,73.19,18,8
4,20260606,10:11:49,37.78,53.85,96,39
5,20260606,10:12:16,39.49,53.69,112,36
6,20260606,10:12:18,39.93,53.79,70,41
7,20260607,06:35:21,54.88,86.57,23,7
8,20260607,08:12:48,41.18,69.08,18,12
9,20260607,09:52:40,37.35,61.93,23,16
10,20260607,16:22:16,-23.68,-46.6,11,5
11,20260608,09:32:40,31.14,49.36,72,23
12,20260608,09:34:11,38.51,54.79,56,38
13,20260608,09:34:28,39.45,53.72,134,66
14,20260609,09:14:38,36.55,61.67,35,12
15,20260609,09:15:26,38.29,53.83,188,76
16,20260609,09:15:49,39.51,53.21,176,60
17,20260609,12:37:40,36.75,9.93,7,4
18,20260610,08:51:34,23.01,72.63,16,7
19,20260611,05:20:07,58.08,106.35,26,13
20,20260611,08:37:41,37.46,60.65,47,16
21,20260611,10:16:27,31.18,48.73,41,22
22,20260611,10:18:13,37.74,53.83,39,15
23,20260612,08:19:00,37.68,61.51,111,42
24,20260612,09:57:37,30.84,49.63,108,42
25,20260612,09:59:22,37.99,53.79,113,39
26,20260612,09:59:30,38.57,54.28,87,45
