,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260418,05:24:33,35.74,112.21,111,35
1,20260419,08:30:03,40.51,63.2,35,13
2,20260419,08:32:04,49.81,72.66,10,4
3,20260420,09:51:07,37.75,54.38,106,45
4,20260420,09:51:37,39.36,53.86,187,71
5,20260421,07:58:23,63.93,67.58,32,13
6,20260421,09:39:44,59.3,28.73,64,34
7,20260421,11:19:40,58.92,28.6,84,43
8,20260421,12:55:06,36.82,3.23,40,16
9,20260421,18:00:55,40.29,-79.99,34,16
10,20260423,07:09:44,27.37,95.28,20,8
11,20260423,08:49:56,22.96,72.71,46,27
12,20260423,08:50:40,25.03,67.81,29,11
13,20260423,10:34:28,32.12,36.19,22,8
14,20260423,18:42:15,-34.46,-58.53,80,29
15,20260424,06:58:53,52.02,76.06,75,28
16,20260424,08:31:09,22.94,72.6,32,14
17,20260424,08:33:29,31.59,74.34,30,15
18,20260424,08:35:53,37.88,62.19,72,23
19,20260424,10:16:32,37.75,53.89,95,39
20,20260424,10:17:05,39.56,53.36,109,40
21,20260424,18:23:24,-34.52,-58.6,75,23
