,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20250705,06:46:24,53.71,91.1,16,10
1,20250705,06:46:39,54.12,87.55,31,18
2,20250705,06:46:54,54.67,86.14,101,53
3,20250706,11:12:20,-16.0,33.63,29,9
4,20250706,13:09:41,40.43,-3.63,21,9
5,20250707,04:25:13,47.15,124.24,15,14
6,20250707,09:30:35,49.36,44.04,3,2
7,20250707,09:31:50,52.5,38.13,63,24
8,20250707,17:34:01,-34.45,-58.54,34,23
9,20250708,03:45:34,-24.75,150.11,24,8
10,20250708,10:52:44,50.54,39.49,65,21
11,20250708,17:15:20,-34.55,-58.61,115,51
12,20250708,12:12:19,-26.52,29.05,10,4
13,20250709,08:51:12,44.89,55.91,51,16
14,20250709,08:53:10,50.17,48.49,11,6
15,20250709,08:54:35,54.68,44.64,59,25
16,20250709,10:34:57,54.83,44.94,102,40
17,20250709,11:53:29,-26.56,29.2,18,7
18,20250710,06:56:43,66.81,79.39,35,12
19,20250710,08:35:44,56.48,52.4,48,20
20,20250710,13:34:54,40.72,-3.12,34,12
21,20250710,11:34:48,-26.49,29.3,25,9
22,20250710,11:55:22,45.12,8.43,6,2
23,20250710,20:18:40,32.13,-104.04,49,23
24,20250711,17:59:06,-34.52,-58.62,29,10
25,20250712,07:58:40,60.3,60.26,275,145
