,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20260517,08:01:43,27.99,79.0,54,28
1,20260518,07:47:32,45.28,84.61,24,11
2,20260518,07:49:31,51.71,75.37,16,7
3,20260518,07:53:01,63.81,68.91,69,24
4,20260518,07:53:55,62.84,52.05,45,25
5,20260518,09:27:05,37.71,53.92,48,24
6,20260518,09:27:17,38.33,54.06,88,29
7,20260518,09:27:34,39.52,53.73,142,56
8,20260518,09:31:51,53.0,43.37,134,51
9,20260518,09:32:15,56.57,52.47,40,13
10,20260518,09:33:58,62.72,51.89,62,24
11,20260518,17:34:18,-34.44,-57.82,96,46
12,20260519,07:30:57,51.7,75.36,24,9
13,20260519,09:08:41,38.73,54.0,51,30
14,20260519,09:08:34,38.34,54.16,34,30
15,20260519,09:13:10,55.78,53.86,16,5
16,20260519,09:13:36,56.42,48.79,28,11
17,20260519,10:52:54,49.9,32.64,12,5
18,20260519,20:58:27,36.85,-120.13,7,3
19,20260520,08:44:36,22.96,72.98,14,6
20,20260520,08:54:56,55.72,46.78,52,17
21,20260520,08:56:20,60.49,43.57,105,46
22,20260521,08:25:52,22.96,72.58,18,11
23,20260521,08:35:51,57.08,56.95,58,25
24,20260521,10:11:30,38.64,54.25,36,19
25,20260521,10:11:42,39.47,53.71,79,63
26,20260521,10:14:40,49.12,42.47,142,51
27,20260521,10:14:35,48.62,41.96,159,61
28,20260521,10:14:51,49.36,42.38,302,107
29,20260521,10:15:00,50.5,44.03,248,92
30,20260521,10:14:45,50.04,48.87,210,68
31,20260521,10:14:56,50.25,44.12,242,90
32,20260521,10:15:19,50.81,42.1,217,76
33,20260521,18:18:09,-34.53,-58.57,32,13
34,20260522,19:58:07,25.67,-100.1,16,11
35,20260522,19:59:58,32.39,-101.78,21,20
36,20260523,04:12:00,-21.45,148.18,28,11
