,date,time_UTC,lat,lon,source_rate_t/h,uncertainty_t/h
0,20250531,09:19:26,37.43,61.22,116,46
1,20250531,11:00:17,35.17,40.48,42,17
2,20250531,19:27:23,32.64,-96.78,17,14
3,20250531,12:42:36,36.78,3.08,50,19
4,20250601,07:23:56,54.74,84.14,24,8
5,20250601,09:01:14,37.78,53.87,263,93
6,20250601,09:01:28,38.77,54.14,48,32
7,20250601,09:01:47,39.54,53.68,260,114
8,20250601,17:10:32,-23.61,-46.5,33,10
9,20250601,19:09:14,32.74,-101.08,59,24
10,20250602,07:04:49,54.22,86.99,34,25
11,20250602,07:05:09,54.68,83.71,23,7
12,20250602,07:04:59,54.64,86.31,43,17
13,20250602,07:08:16,61.4,62.74,67,31
14,20250602,08:40:18,33.62,73.15,20,9
15,20250602,08:43:38,42.65,56.41,64,20
16,20250602,08:43:40,43.44,58.74,98,30
17,20250602,08:48:24,61.78,62.71,81,46
18,20250602,11:46:33,-26.83,28.32,11,7
19,20250602,11:46:45,-25.8,28.7,4,2
20,20250602,11:48:54,-18.5,26.45,16,7
21,20250602,18:50:57,39.09,-84.09,8,4
22,20250602,18:51:50,38.76,-96.99,124,40
23,20250603,08:23:24,37.47,61.76,75,29
24,20250603,10:07:21,48.15,38.4,14,5
25,20250603,10:07:47,49.5,36.93,22,8
26,20250603,18:31:35,37.32,-82.34,20,10
27,20250603,18:31:28,37.57,-77.85,4,2
28,20250603,18:32:14,40.05,-80.36,71,31
29,20250603,11:30:17,-18.49,26.37,21,9
30,20250603,11:30:22,-16.13,33.61,15,8
31,20250604,06:27:24,54.28,87.08,24,12
32,20250604,04:41:52,37.82,112.96,50,15
33,20250604,08:04:50,37.54,62.05,63,20
34,20250604,08:05:02,41.36,69.16,21,10
35,20250604,13:08:22,37.3,-5.89,13,6
36,20250605,09:29:25,49.1,50.8,66,22
37,20250605,17:33:19,-34.61,-58.45,14,6
38,20250606,07:32:05,58.83,70.04,426,182
39,20250606,09:03:18,24.92,67.19,67,30
40,20250606,09:07:55,39.27,53.82,105,33
41,20250606,09:14:27,63.65,53.66,18,12
42,20250606,10:47:34,34.64,41.32,16,7
43,20250606,18:53:11,-41.76,-65.38,32,14
44,20250605,11:08:46,41.37,27.02,16,6
45,20250605,12:42:02,12.97,13.53,144,59
