x_utm,y_utm,distance_to_water_m,tanager_fnu_estimate,sentinel_fnu_estimate,tanager_relative_signal,sentinel_relative_signal,combined_relative_signal,along_coast_offset_km,section
575475.0,68385.0,42.42640687119285,282.86545,417.89725,89.42652329749103,82.25806451612904,85.84229390681003,0.41999999999992726,N1
575505.0,68385.0,30.0,282.86545,417.89725,89.42652329749103,82.25806451612904,85.84229390681003,0.41999999999992726,N1
574935.0,68355.0,296.98484809834997,369.90955,447.43213,95.96774193548387,86.82795698924731,91.3978494623656,0.38999999999992724,N1
574995.0,68355.0,254.5584412271571,320.14084,464.27582,91.93548387096774,89.06810035842294,90.50179211469535,0.38999999999992724,N1
575085.0,68355.0,201.24611797498108,320.14084,464.27582,91.93548387096774,89.06810035842294,90.50179211469535,0.38999999999992724,N1
575295.0,68355.0,94.86832980505139,129.74777,482.24158,68.1899641577061,94.53405017921148,81.36200716845879,0.38999999999992724,N1
575355.0,68355.0,67.0820393249937,394.72382,477.44708,96.7741935483871,90.68100358422939,93.72759856630825,0.38999999999992724,N1
575385.0,68355.0,60.0,394.72382,477.44708,96.7741935483871,90.68100358422939,93.72759856630825,0.38999999999992724,N1
575415.0,68355.0,42.42640687119285,179.17722,440.75015,74.01433691756273,85.84229390681004,79.92831541218638,0.38999999999992724,N1
575445.0,68355.0,30.0,179.17722,440.75015,74.01433691756273,85.84229390681004,79.92831541218638,0.38999999999992724,N1
575475.0,68355.0,30.0,139.37344,271.23007,70.78853046594982,73.65591397849462,72.22222222222223,0.38999999999992724,N1
574905.0,68325.0,296.98484809834997,184.1498,453.26315,75.17921146953405,87.54480286738351,81.36200716845877,0.35999999999992727,N1
574935.0,68325.0,276.5863337187866,184.1498,453.26315,75.17921146953405,87.54480286738351,81.36200716845877,0.35999999999992727,N1
574995.0,68325.0,234.30749027719963,369.90955,447.43213,95.96774193548387,86.82795698924731,91.3978494623656,0.35999999999992727,N1
575025.0,68325.0,212.13203435596427,320.14084,464.27582,91.93548387096774,89.06810035842294,90.50179211469535,0.35999999999992727,N1
575055.0,68325.0,192.09372712298546,320.14084,464.27582,91.93548387096774,89.06810035842294,90.50179211469535,0.35999999999992727,N1
575085.0,68325.0,174.92855684535903,320.14084,464.27582,91.93548387096774,89.06810035842294,90.50179211469535,0.35999999999992727,N1
575295.0,68325.0,67.0820393249937,129.74777,482.24158,68.1899641577061,94.53405017921148,81.36200716845879,0.35999999999992727,N1
575325.0,68325.0,60.0,129.74777,482.24158,68.1899641577061,94.53405017921148,81.36200716845879,0.35999999999992727,N1
575355.0,68325.0,42.42640687119285,394.72382,477.44708,96.7741935483871,90.68100358422939,93.72759856630825,0.35999999999992727,N1
575385.0,68325.0,30.0,394.72382,477.44708,96.7741935483871,90.68100358422939,93.72759856630825,0.35999999999992727,N1
574875.0,68295.0,296.98484809834997,149.27827,293.9137,72.22222222222221,74.01433691756273,73.11827956989248,0.32999999999992724,N1
575265.0,68295.0,60.0,263.0427,612.19507,87.27598566308244,98.74551971326166,93.01075268817205,0.32999999999992724,N1
575295.0,68295.0,42.42640687119285,129.74777,482.24158,68.1899641577061,94.53405017921148,81.36200716845879,0.32999999999992724,N1
575325.0,68295.0,30.0,129.74777,482.24158,68.1899641577061,94.53405017921148,81.36200716845879,0.32999999999992724,N1
574875.0,68265.0,276.5863337187866,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.2999999999999272,N1
575235.0,68265.0,42.42640687119285,263.0427,612.19507,87.27598566308244,98.74551971326166,93.01075268817205,0.2999999999999272,N1
575265.0,68265.0,30.0,263.0427,612.19507,87.27598566308244,98.74551971326166,93.01075268817205,0.2999999999999272,N1
574875.0,68235.0,254.5584412271571,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.26999999999992724,N1
575205.0,68235.0,42.42640687119285,319.3044,522.6587,90.59139784946237,95.78853046594982,93.1899641577061,0.26999999999992724,N1
575235.0,68235.0,30.0,319.3044,522.6587,90.59139784946237,95.78853046594982,93.1899641577061,0.26999999999992724,N1
574845.0,68205.0,258.0697580112788,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.23999999999992724,N1
574875.0,68205.0,234.30749027719963,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.23999999999992724,N1
575145.0,68205.0,42.42640687119285,320.14084,464.27582,91.93548387096774,89.06810035842294,90.50179211469535,0.23999999999992724,N1
575175.0,68205.0,30.0,320.14084,464.27582,91.93548387096774,89.06810035842294,90.50179211469535,0.23999999999992724,N1
