sensor,plume_id,datetime,lat,lon,emission_kg_hr,uncertainty_kg_hr,max_conc_ppm_m,sector,source,in_common_window
Tanager,tan20250913t040749c85s4001-E,2025-09-13 04:07:49.850000+00:00,-6.345521187537841,106.999766221818,,,,6A,CarbonMapper API,True
Tanager,tan20250913t040749c85s4001-G,2025-09-13 04:07:49.850000+00:00,-6.357027280278487,106.99415742971588,,,,6A,CarbonMapper API,True
Tanager,tan20250913t040749c85s4001-I,2025-09-13 04:07:49.850000+00:00,-6.351376936991969,107.01885111467864,716.8218803405762,413.8489753697178,,6A,CarbonMapper API,True
Tanager,tan20250913t040749c85s4001-L,2025-09-13 04:07:49.850000+00:00,-6.481222434249872,106.9002182883192,736.4774181531823,82.15173244356683,,other,CarbonMapper API,True
Tanager,tan20250909t033745c73s4001-A,2025-09-09 03:37:45.730000+00:00,6.107354806434842,116.17571435967044,,,,6A,CarbonMapper API,True
Tanager,tan20250906t035918c47s4001-D,2025-09-06 03:59:18.470000+00:00,22.419966188187743,113.93362758119184,828.0212026172214,129.51379613491906,,6A,CarbonMapper API,True
Tanager,tan20250906t035918c47s4001-E,2025-09-06 03:59:18.470000+00:00,22.413107613015967,113.9346933225562,784.5293307304382,102.76395414194523,,6A,CarbonMapper API,True
Tanager,tan20250905t044131c73s4001-A,2025-09-05 04:41:31.730000+00:00,13.583493301575205,100.67350448055464,,,,6A,CarbonMapper API,True
Tanager,tan20250903t042821c27s4001-A,2025-09-03 04:28:21.270000+00:00,11.48521163687903,104.88844228568117,,,,6A,CarbonMapper API,True
Tanager,tan20250903t042548c88s4001-B,2025-09-03 04:25:48.880000+00:00,21.33978717842713,105.83296125672116,1319.3933874483291,198.3607421865289,,6A,CarbonMapper API,True
Tanager,tan20250901t041459c64s4001-A,2025-09-01 04:14:59.640000+00:00,10.665253814818016,106.673007649981,834.4976112916314,201.0327228207128,,6A,CarbonMapper API,True
Tanager,tan20250830t040548c81s4001-A,2025-08-30 04:05:48.810000+00:00,-6.346598597172573,106.99640880716048,,,,6A,CarbonMapper API,True
Tanager,tan20250830t035818c40s4001-A,2025-08-30 03:58:18.400000+00:00,22.41980687196167,113.92983425680671,1810.693279085336,251.56268247712512,,6A,CarbonMapper API,True
Tanager,tan20250830t035818c40s4001-B,2025-08-30 03:58:18.400000+00:00,22.414453981604808,113.93058404336692,2471.04413697973,303.54918266210416,,6A,CarbonMapper API,True
Tanager,tan20250829t044250c20s4001-A,2025-08-29 04:42:50.200000+00:00,5.415145080538565,100.62347519277768,793.9135703775619,256.13114967196265,,6A,CarbonMapper API,True
Tanager,tan20250829t031221c76s4001-A,2025-08-29 03:12:21.760000+00:00,-5.174123189355797,119.49118934699334,,,,6A,CarbonMapper API,True
Tanager,tan20250827t042939c62s4001-A,2025-08-27 04:29:39.620000+00:00,2.728436592719831,101.60177623756516,,,,6A,CarbonMapper API,True
Tanager,tan20250823t040443c73s4001-A,2025-08-23 04:04:43.730000+00:00,-6.348575215445578,106.9972883740333,,,,6A,CarbonMapper API,True
Tanager,tan20250823t040443c73s4001-B,2025-08-23 04:04:43.730000+00:00,-6.356717744668259,106.99448533962384,,,,6A,CarbonMapper API,True
Tanager,tan20250823t040443c73s4001-C,2025-08-23 04:04:43.730000+00:00,-6.34629430978508,107.0010796780424,,,,6A,CarbonMapper API,True
Tanager,tan20250823t040443c73s4001-G,2025-08-23 04:04:43.730000+00:00,-6.346249068747227,107.00320324834286,,,,6A,CarbonMapper API,True
Tanager,tan20250823t040443c73s4001-H,2025-08-23 04:04:43.730000+00:00,-6.38867479685932,106.89854959256536,483.8194873477474,115.80650757166929,,,CarbonMapper API,True
Tanager,tan20250823t040443c73s4001-I,2025-08-23 04:04:43.730000+00:00,-6.348266323329597,106.992839728921,,,,6A,CarbonMapper API,True
Tanager,tan20250823t035956c04s4001-A,2025-08-23 03:59:56.040000+00:00,13.741426076142872,109.1353254817526,521.5366861969233,160.68973321056242,,6A,CarbonMapper API,True
Tanager,tan20250823t035714c23s4001-A,2025-08-23 03:57:14.230000+00:00,22.410888397488407,113.9321327876824,2691.451398079691,477.72508577960537,,6A,CarbonMapper API,True
Tanager,tan20250823t035714c23s4001-B,2025-08-23 03:57:14.230000+00:00,22.41880027804001,113.9292318090914,2861.5241179934574,385.3340295338474,,6A,CarbonMapper API,True
Tanager,tan20250822t031119c76s4001-A,2025-08-22 03:11:19.760000+00:00,-5.17538201731999,119.49078295089237,832.0546413571747,398.4671767233732,,6A,CarbonMapper API,True
Tanager,tan20250820t042820c16s4001-A,2025-08-20 04:28:20.160000+00:00,5.414091988605975,100.62400679376152,1054.0431360988057,270.07050560654835,,6A,CarbonMapper API,True
Tanager,tan20250819t033432c67s4001-A,2025-08-19 03:34:32.670000+00:00,6.108418544459909,116.17634866388158,585.1887316863846,223.9211849757388,,6A,CarbonMapper API,True
Tanager,tan20250819t033432c67s4001-B,2025-08-19 03:34:32.670000+00:00,6.103690959209985,116.1743421526379,1140.146542346036,456.1260402756324,,1B2,CarbonMapper API,True
Tanager,tan20250816t035852c06s4001-A,2025-08-16 03:58:52.060000+00:00,13.740615863485786,109.1332243295837,,,,6A,CarbonMapper API,True
Tanager,tan20250812t033705c68s4001-A,2025-08-12 03:37:05.680000+00:00,-7.527390746360027,112.71219856319884,,,,other,CarbonMapper API,True
Tanager,tan20250811t041149c61s4001-A,2025-08-11 04:11:49.610000+00:00,10.966133394971038,106.44028573487088,990.9244108767735,195.9405344881604,,6A,CarbonMapper API,True
Tanager,tan20250811t041050c68s4001-A,2025-08-11 04:10:50.680000+00:00,16.039813570256698,108.14374837870533,630.0742753346763,437.00735633627664,,6A,CarbonMapper API,True
Tanager,tan20250805t033610c58s4001-A,2025-08-05 03:36:10.580000+00:00,-7.550661866823688,112.76398984386468,,,,6A,CarbonMapper API,True
Tanager,tan20250803t031625c33s4001-A,2025-08-03 03:16:25.330000+00:00,14.689430804723386,121.16338769628476,2369.000453494844,441.308254809196,,6A,CarbonMapper API,True
Tanager,tan20250803t031625c33s4001-B,2025-08-03 03:16:25.330000+00:00,14.769222830601166,121.15786488952182,2581.945361736748,676.362141166505,,6A,CarbonMapper API,True
Tanager,tan20250803t031625c33s4001-C,2025-08-03 03:16:25.330000+00:00,14.77536910085412,121.1555276135448,2562.956781811185,658.805505980289,,6A,CarbonMapper API,True
Tanager,tan20250803t031625c33s4001-D,2025-08-03 03:16:25.330000+00:00,14.768007088130544,121.15603101455628,725.1584413505735,246.2111665878127,,6A,CarbonMapper API,True
Tanager,tan20250802t040201c53s4001-A,2025-08-02 04:02:01.530000+00:00,-6.34614074708216,106.99742478934849,2137.636875311533,306.6905080271482,,6A,CarbonMapper API,True
Tanager,tan20250802t040201c53s4001-B,2025-08-02 04:02:01.530000+00:00,-6.356900580707119,106.9956489207094,1317.439548663604,253.28325957132853,,6A,CarbonMapper API,True
Tanager,tan20250802t040201c53s4001-C,2025-08-02 04:02:01.530000+00:00,-6.351060444420824,107.01877594997364,400.9815999975911,159.48968507702065,,6A,CarbonMapper API,True
Tanager,tan20250802t040201c53s4001-E,2025-08-02 04:02:01.530000+00:00,-6.349696178332337,106.99592008237788,1787.1494172414143,303.3668427139898,,6A,CarbonMapper API,True
Tanager,tan20250802t040201c53s4001-J,2025-08-02 04:02:01.530000+00:00,-6.34866385306195,106.993556759334,8354.564530223819,825.3188231008667,,6A,CarbonMapper API,True
Tanager,tan20250802t040201c53s4001-K,2025-08-02 04:02:01.530000+00:00,-6.345707083562047,107.0004084493496,,,,6A,CarbonMapper API,True
Tanager,tan20250802t040201c53s4001-L,2025-08-02 04:02:01.530000+00:00,-6.346282942802276,107.00313508251396,,,,6A,CarbonMapper API,True
Tanager,tan20250801t043627c33s4001-A,2025-08-01 04:36:27.330000+00:00,13.582721776180264,100.67283304775816,429.8618495133188,71.64412049099175,,6A,CarbonMapper API,True
Tanager,tan20250730t042319c33s4001-A,2025-07-30 04:23:19.330000+00:00,11.48623000749332,104.88839171289624,,,,6A,CarbonMapper API,True
Tanager,tan20250730t025131c58s4001-A,2025-07-30 02:51:31.580000+00:00,7.149863769519513,125.55353042144304,1063.1677766765156,260.4628956380198,,6A,CarbonMapper API,True
Tanager,tan20250728t041231c13s4001-A,2025-07-28 04:12:31.130000+00:00,1.773370602618641,103.86265674333872,2407.6847448945045,332.5527295307014,,6A,CarbonMapper API,True
Tanager,tan20250713t031730c96s4001-A,2025-07-13 03:17:30.960000+00:00,0.723743124110698,117.65855030244109,,,,other,CarbonMapper API,True
Tanager,tan20250710t034559c23s4001-A,2025-07-10 03:45:59.230000+00:00,-7.020578663557274,107.90622856483924,,,,6A,CarbonMapper API,True
Tanager,tan20250709t042254c33s4001-A,2025-07-09 04:22:54.330000+00:00,3.189000479575148,101.36140127396854,2482.567869705624,621.8389478573757,,6A,CarbonMapper API,True
Tanager,tan20250709t042254c33s4001-C,2025-07-09 04:22:54.330000+00:00,3.397123911889437,101.41882786456974,164.1970242936202,84.36214709459422,,other,CarbonMapper API,True
Tanager,tan20250709t041828c55s4001-A,2025-07-09 04:18:28.550000+00:00,21.334382141366376,105.8346129299636,,,,6A,CarbonMapper API,True
Tanager,tan20250705t035824c33s4001-A,2025-07-05 03:58:24.330000+00:00,-6.567133918037229,106.64353325330808,702.1333954348202,400.50696363129504,,6A,CarbonMapper API,True
Tanager,tan20250705t035023c33s4001-A,2025-07-05 03:50:23.330000+00:00,23.26368205439327,113.48370020346728,165.632145452981,66.19432587861493,,6A,CarbonMapper API,True
Tanager,tan20250705t035023c33s4001-B,2025-07-05 03:50:23.330000+00:00,23.265338406784224,113.48022104161464,149.73753205787986,54.069286069258105,,6A,CarbonMapper API,True
Tanager,tan20250705t035023c33s4001-C,2025-07-05 03:50:23.330000+00:00,23.262379440911232,113.48078464944103,268.0786145278831,95.93251539492664,,6A,CarbonMapper API,True
Tanager,tan20250702t024744c58s4001-A,2025-07-02 02:47:44.580000+00:00,7.148974893437568,125.55351607726897,453.97296971114224,89.45876766210614,,6A,CarbonMapper API,True
Tanager,tan20250630t040558c33s4001-A,2025-06-30 04:05:58.330000+00:00,11.479625478331313,104.8896514316187,1014.4992825984956,367.31223582709663,,6A,CarbonMapper API,True
Tanager,tan20250630t040558c33s4001-B,2025-06-30 04:05:58.330000+00:00,11.484507700353644,104.88607357794268,2106.7563086748123,303.6331272683616,,6A,CarbonMapper API,True
Tanager,tan20250629t031759c58s4001-A,2025-06-29 03:17:59.580000+00:00,-8.72118799407535,115.21977615260982,,,,6A,CarbonMapper API,True
Tanager,tan20250629t031759c58s4001-B,2025-06-29 03:17:59.580000+00:00,-8.722823698616267,115.21929953818484,,,,6A,CarbonMapper API,True
Tanager,tan20250623t040354c58s4001-A,2025-06-23 04:03:54.580000+00:00,16.039543710989804,108.1431879691806,800.5158475869232,215.84273169973443,,6A,CarbonMapper API,True
Tanager,tan20250621t035600c58s4001-B,2025-06-21 03:56:00.580000+00:00,-6.351251994119309,107.01904597563056,997.7144283277016,156.67049936953393,,6A,CarbonMapper API,True
Tanager,tan20250621t035600c58s4001-D,2025-06-21 03:56:00.580000+00:00,-6.345597327230138,106.99582274052,,,,6A,CarbonMapper API,True
Tanager,tan20250621t035600c58s4001-E,2025-06-21 03:56:00.580000+00:00,-6.345824685708621,106.99779786596514,,,,6A,CarbonMapper API,True
Tanager,tan20250621t035600c58s4001-G,2025-06-21 03:56:00.580000+00:00,-6.347235539266805,107.00220025114044,,,,6A,CarbonMapper API,True
Tanager,tan20250621t035600c58s4001-I,2025-06-21 03:56:00.580000+00:00,-6.356807835901279,106.99500581391963,,,,6A,CarbonMapper API,True
Tanager,tan20250618t024529c58s4001-A,2025-06-18 02:45:29.580000+00:00,7.148937624424065,125.55314990665045,751.3393582034315,165.1369542046233,,6A,CarbonMapper API,True
Tanager,tan20250614t035459c18s4001-A,2025-06-14 03:54:59.180000+00:00,-6.345251079779729,106.99636877757727,6417.817250471267,1957.9483675450228,,6A,CarbonMapper API,True
Tanager,tan20250614t035459c18s4001-C,2025-06-14 03:54:59.180000+00:00,-6.349491234280279,106.99606381124892,,,,6A,CarbonMapper API,True
Tanager,tan20250614t035459c18s4001-E,2025-06-14 03:54:59.180000+00:00,-6.350829746320485,107.01854618517577,331.60417117454386,179.45650315978455,,6A,CarbonMapper API,True
Tanager,tan20250614t035459c18s4001-F,2025-06-14 03:54:59.180000+00:00,-6.356290093657151,106.99629323084054,,,,6A,CarbonMapper API,True
Tanager,tan20250614t035459c18s4001-G,2025-06-14 03:54:59.180000+00:00,-6.34916557775199,106.99276915098544,1265.0054083788184,570.9793916130145,,6A,CarbonMapper API,True
Tanager,tan20250612t034129c58s4001-A,2025-06-12 03:41:29.580000+00:00,-7.024238008133935,110.3571252383253,,,,6A,CarbonMapper API,True
Tanager,tan20250611t041831c36s4001-A,2025-06-11 04:18:31.360000+00:00,2.869739923381553,101.64441318318956,607.7548519139568,271.1216825779612,,6A,CarbonMapper API,True
Tanager,tan20250611t041831c36s4001-B,2025-06-11 04:18:31.360000+00:00,2.73209938776278,101.60339109131152,4026.2633234483214,933.5067185468472,,6A,CarbonMapper API,True
Tanager,tan20250611t041831c36s4001-C,2025-06-11 04:18:31.360000+00:00,2.733458570279034,101.6017762507137,,,,6A,CarbonMapper API,True
Tanager,tan20250611t041831c36s4001-D,2025-06-11 04:18:31.360000+00:00,2.731821789495657,101.60635639676526,,,,6A,CarbonMapper API,True
Tanager,tan20250610t032801c58s4001-A,2025-06-10 03:28:01.580000+00:00,-7.527374171069482,112.71176021226456,,,,other,CarbonMapper API,True
Tanager,tan20250609t040707c04s4001-A,2025-06-09 04:07:07.040000+00:00,-5.106540626487757,105.22624529370069,679.7086504733924,86.3786601752664,,other,CarbonMapper API,True
Tanager,tan20250609t040529c58s4001-A,2025-06-09 04:05:29.580000+00:00,1.659685803961608,103.71899028905602,1393.584265708923,346.0561733641194,,6A,CarbonMapper API,True
Tanager,tan20250609t040529c58s4001-B,2025-06-09 04:05:29.580000+00:00,1.660062936625124,103.71655916142733,,,,6A,CarbonMapper API,True
Tanager,tan20250607t034604c36s4001-A,2025-06-07 03:46:04.360000+00:00,22.417892927821296,113.93444761543104,2619.001055757204,724.2297285263102,,6A,CarbonMapper API,True
Tanager,tan20250607t034604c36s4001-F,2025-06-07 03:46:04.360000+00:00,22.410876761650503,113.93313526954792,872.5301150370526,311.20267162644785,,6A,CarbonMapper API,True
Tanager,tan20250606t030011c58s4001-A,2025-06-06 03:00:11.580000+00:00,-5.175560681871886,119.49061481135465,300.02328114076096,217.541013477212,,6A,CarbonMapper API,True
Tanager,tan20250606t030011c58s4001-B,2025-06-06 03:00:11.580000+00:00,-5.070996522101865,119.58029688455208,87.5026496913698,58.474361146910674,,6A,CarbonMapper API,True
Tanager,tan20250604t041710c58s4001-A,2025-06-04 04:17:10.580000+00:00,5.414510530952796,100.6242659503846,,,,6A,CarbonMapper API,True
Tanager,tan20250525t031347c58s4001-A,2025-05-25 03:13:47.580000+00:00,-8.722543543358768,115.22120237677098,,,,6A,CarbonMapper API,True
Tanager,tan20250522t033150c40s4001-A,2025-05-22 03:31:50.400000+00:00,22.54592851247503,114.17153225373188,1537.2917571700646,218.8368771187953,,6A,CarbonMapper API,True
Tanager,tan20250518t030556c00s4001-A,2025-05-18 03:05:56+00:00,14.690497524105012,121.16410099616974,,,,6A,CarbonMapper API,True
Tanager,tan20250518t030556c00s4001-B,2025-05-18 03:05:56+00:00,14.771849409955976,121.153212617593,1909.602037583939,726.3703300545393,,6A,CarbonMapper API,True
Tanager,tan20250518t030556c00s4001-C,2025-05-18 03:05:56+00:00,14.774886765999623,121.15461103128206,,,,6A,CarbonMapper API,True
Tanager,tan20250517t035130c00s4001-B,2025-05-17 03:51:30+00:00,-6.349070115673925,106.99776173618837,,,,6A,CarbonMapper API,True
Tanager,tan20250511t030934c00s4001-A,2025-05-11 03:09:34+00:00,-2.21928053452595,115.48416534355324,,,,1B1a,CarbonMapper API,True
Tanager,tan20250511t030613c00s4001-A,2025-05-11 03:06:13+00:00,10.708340217292417,122.52310923599843,828.1082865559024,280.93836833635186,,6A,CarbonMapper API,True
Tanager,tan20250511t030430c00s4001-A,2025-05-11 03:04:30+00:00,14.689243670978229,121.16435354734408,2617.263359505197,348.074387874646,,6A,CarbonMapper API,True
Tanager,tan20250509t042443c00s4001-A,2025-05-09 04:24:43+00:00,13.585227733604013,100.67137432433267,329.24136414177843,111.08698334960376,,6A,CarbonMapper API,True
Tanager,tan20250508t032900c00s4001-B,2025-05-08 03:29:00+00:00,22.42065776702602,113.931302179902,1342.969065154592,194.91072681180316,,6A,CarbonMapper API,True
Tanager,tan20250507t041347c00s4001-A,2025-05-07 04:13:47+00:00,3.186294902140602,101.35869722258776,6499.620599671016,1905.2392056754647,,6A,CarbonMapper API,True
Tanager,tan20250507t041347c00s4001-C,2025-05-07 04:13:47+00:00,3.395497591855752,101.41855398187325,657.8255724193702,373.5140675133904,,other,CarbonMapper API,True
Tanager,tan20250507t041347c00s4001-D,2025-05-07 04:13:47+00:00,3.191168665960219,101.3619458018249,,,,6A,CarbonMapper API,True
Tanager,tan20250506t045043c00s4001-A,2025-05-06 04:50:43+00:00,17.36187105730221,95.73856472045634,421.9764614806456,48.676930975859,,,CarbonMapper API,True
Tanager,tan20250506t045043c00s4001-B,2025-05-06 04:50:43+00:00,16.963777299348877,95.64478177941174,817.6928472187783,218.4469718137732,,1B2,CarbonMapper API,True
Tanager,tan20250503t034901c00s4001-A,2025-05-03 03:49:01+00:00,-6.346242243372118,106.99734030182503,2611.668963608918,305.09684530035764,,6A,CarbonMapper API,True
Tanager,tan20250503t034901c00s4001-C,2025-05-03 03:49:01+00:00,-6.35132909201883,107.0196007678722,1608.7531336784364,210.62207410685943,,6A,CarbonMapper API,True
Tanager,tan20250427t030250c00s4001-A,2025-04-27 03:02:50+00:00,14.689752741767514,121.164186697797,,,,6A,CarbonMapper API,True
Tanager,tan20250427t030250c00s4001-B,2025-04-27 03:02:50+00:00,14.769117107707917,121.15488456302585,4226.99439993611,716.9047798218153,,6A,CarbonMapper API,True
Tanager,tan20250427t030250c00s4001-C,2025-04-27 03:02:50+00:00,14.77262805059776,121.1531831398761,2268.5532848762737,464.1338971696181,,6A,CarbonMapper API,True
Tanager,tan20250422t044821c00s4001-A,2025-04-22 04:48:21+00:00,16.920865166212963,96.1856479204392,259.8509525968915,79.62843606714718,,6A,CarbonMapper API,True
Tanager,tan20250422t044821c00s4001-B,2025-04-22 04:48:21+00:00,16.91896527339788,96.1853947228048,173.1492028208006,65.96936748138108,,6A,CarbonMapper API,True
Tanager,tan20250420t030853c00s4001-A,2025-04-20 03:08:53+00:00,-8.722235067996337,115.22247229598035,,,,6A,CarbonMapper API,True
Tanager,tan20250420t030156c00s4001-A,2025-04-20 03:01:56+00:00,14.688935021913782,121.16363647323251,633.0678424040477,137.72190594480566,,6A,CarbonMapper API,True
Tanager,tan20250420t030156c00s4001-B,2025-04-20 03:01:56+00:00,14.768565998195154,121.15377470949863,,,,6A,CarbonMapper API,True
Tanager,tan20250420t030156c00s4001-C,2025-04-20 03:01:56+00:00,14.768590481731511,121.1568393923354,,,,6A,CarbonMapper API,True
Tanager,tan20250420t030156c00s4001-D,2025-04-20 03:01:56+00:00,14.768339381954611,121.15934914669374,,,,6A,CarbonMapper API,True
Tanager,tan20250419t034721c00s4001-A,2025-04-19 03:47:21+00:00,-6.344617012686845,106.99679185865868,,,,6A,CarbonMapper API,True
Tanager,tan20250419t034721c00s4001-B,2025-04-19 03:47:21+00:00,-6.349223572446341,106.99789397829916,,,,6A,CarbonMapper API,True
Tanager,tan20250419t034721c00s4001-C,2025-04-19 03:47:21+00:00,-6.357494343622633,106.99876505002078,,,,6A,CarbonMapper API,True
Tanager,tan20250417t033233c00s4001-A,2025-04-17 03:32:33+00:00,1.715226842216452,111.4280798019131,,,,other,CarbonMapper API,True
Tanager,tan20250416t041119c00s4001-A,2025-04-16 04:11:19+00:00,2.730741381832561,101.60446667538064,1657.580748995145,544.4089773564707,,6A,CarbonMapper API,True
Tanager,tan20250416t041119c00s4001-B,2025-04-16 04:11:19+00:00,2.732099975371464,101.60312146455608,683.7516716820379,236.6016623934221,,6A,CarbonMapper API,True
Tanager,tan20250416t040627c00s4001-A,2025-04-16 04:06:27+00:00,21.33365507022144,105.83602688766206,1322.391285580159,318.64998539930565,,6A,CarbonMapper API,True
Tanager,tan20250413t030109c00s4001-A,2025-04-13 03:01:09+00:00,14.77561238497639,121.15343655557122,,,,6A,CarbonMapper API,True
Tanager,tan20250410t032526c00s4001-A,2025-04-10 03:25:26+00:00,22.546266051433648,114.17293595177684,1985.7072127074528,273.45221198435075,,6A,CarbonMapper API,True
Tanager,tan20250409t040802c00s4001-A,2025-04-09 04:08:02+00:00,11.486949604969372,104.88634767357424,,,,6A,CarbonMapper API,True
Tanager,tan20250409t040802c00s4001-B,2025-04-09 04:08:02+00:00,11.481252609580103,104.88772530653009,283.93570749532614,66.20548748184869,,6A,CarbonMapper API,True
Tanager,tan20250407t035451c00s4001-A,2025-04-07 03:54:51+00:00,10.66423705846328,106.66643694390248,5187.846540662977,923.6269690989328,,6A,CarbonMapper API,True
Tanager,tan20250407t035451c00s4001-B,2025-04-07 03:54:51+00:00,10.66664136669209,106.67330508620732,,,,6A,CarbonMapper API,True
Tanager,tan20250405t034554c00s4001-A,2025-04-05 03:45:54+00:00,-6.566398348944944,106.64432246420438,,,,6A,CarbonMapper API,True
Tanager,tan20250405t034554c00s4001-B,2025-04-05 03:45:54+00:00,-6.423190687546395,106.78831585619275,1304.8346202820535,220.68576411882577,,6A,CarbonMapper API,True
Tanager,tan20250405t034554c00s4001-C,2025-04-05 03:45:54+00:00,-6.327061207189445,106.66335758866518,756.4106264232117,249.82151071919665,,6A,CarbonMapper API,True
Tanager,tan20250403t032440c00s4001-A,2025-04-03 03:24:40+00:00,22.546420639758963,114.17285431870414,9937.796080744163,1577.378564684505,,6A,CarbonMapper API,True
Tanager,tan20250322t034407c00s4001-A,2025-03-22 03:44:07+00:00,-6.34539935131825,106.99792562229312,,,,6A,CarbonMapper API,True
Tanager,tan20250320t032304c00s4001-A,2025-03-20 03:23:04+00:00,22.420917860136377,113.9318901130412,2252.033940900086,505.4837787973328,,6A,CarbonMapper API,True
Tanager,tan20250319t040536c00s4001-A,2025-03-19 04:05:36+00:00,11.478268714992582,104.88910182382917,1915.2992629508171,385.44994313655405,,6A,CarbonMapper API,True
Tanager,tan20250319t040536c00s4001-B,2025-03-19 04:05:36+00:00,11.484507376954715,104.88524835752428,785.6127491195996,96.85520764316492,,6A,CarbonMapper API,True
Tanager,tan20250319t040536c00s4001-C,2025-03-19 04:05:36+00:00,11.483422990732835,104.88744937568204,1035.9038739030557,227.7375308325161,,6A,CarbonMapper API,True
Tanager,tan20250315t034100c00s4001-A,2025-03-15 03:41:00+00:00,1.379078326352214,110.34274593358646,,,,6A,CarbonMapper API,True
Tanager,tan20250315t034100c00s4001-B,2025-03-15 03:41:00+00:00,1.376091563990101,110.34703725074706,,,,6A,CarbonMapper API,True
Tanager,tan20250315t033841c00s4001-A,2025-03-15 03:38:41+00:00,13.741551414752706,109.1333429398855,538.6365245183308,211.76467721872768,,6A,CarbonMapper API,True
Tanager,tan20250310t035131c00s4001-A,2025-03-10 03:51:31+00:00,10.66342342661492,106.66643251549996,1923.6168836112372,469.05404796615824,,6A,CarbonMapper API,True
Tanager,tan20250308t034218c00s4001-A,2025-03-08 03:42:18+00:00,-6.34486206313746,107.00357006693874,,,,6A,CarbonMapper API,True
Tanager,tan20250304t031537c00s4001-B,2025-03-04 03:15:37+00:00,-7.527361032778941,112.7118039301846,,,,other,CarbonMapper API,True
Tanager,tan20250302t025947c00s4001-A,2025-03-02 02:59:47+00:00,0.724552919919191,117.6578764470292,505.0913454805102,178.26258576996923,,other,CarbonMapper API,True
Tanager,tan20250225t031308c00s4001-A,2025-02-25 03:13:08+00:00,-2.219595225325151,115.4841276553725,288.8324737868129,241.03971827885343,,1B1a,CarbonMapper API,True
Tanager,tan20250223t025452c00s4001-A,2025-02-23 02:54:52+00:00,14.770468158033912,121.1543159026974,2527.8861872922807,564.0363772139181,,6A,CarbonMapper API,True
Tanager,tan20250223t025452c00s4001-B,2025-02-23 02:54:52+00:00,14.68975053808173,121.16390818901164,,,,6A,CarbonMapper API,True
Tanager,tan20250219t023037c00s4001-A,2025-02-19 02:30:37+00:00,7.149160422189681,125.55269345064954,516.9716060750278,158.36725329467686,,6A,CarbonMapper API,True
Tanager,tan20250217t034814c00s4001-A,2025-02-17 03:48:14+00:00,10.66521436198012,106.66802510980256,,,,6A,CarbonMapper API,True
Tanager,tan20250215t033949c00s4001-A,2025-02-15 03:39:49+00:00,-6.345565127869691,106.9982225359156,,,,6A,CarbonMapper API,True
Tanager,tan20250215t033949c00s4001-B,2025-02-15 03:39:49+00:00,-6.349758200012147,107.0208919508749,,,,6A,CarbonMapper API,True
Tanager,tan20250215t033949c00s4001-C,2025-02-15 03:39:49+00:00,-6.347914522233708,106.99943149965156,,,,6A,CarbonMapper API,True
Tanager,tan20250205t040403c00s4001-A,2025-02-05 04:04:03+00:00,11.484631193824796,104.88484911908336,1568.696737355656,482.4174897740277,,6A,CarbonMapper API,True
Tanager,tan20250205t040403c00s4001-B,2025-02-05 04:04:03+00:00,11.478772109510388,104.88816771845302,1608.598392539554,244.96267888589855,,6A,CarbonMapper API,True
Tanager,tan20250205t040403c00s4001-C,2025-02-05 04:04:03+00:00,11.483980898718356,104.88633844262785,,,,6A,CarbonMapper API,True
Tanager,tan20250205t023102c00s4001-A,2025-02-05 02:31:02+00:00,10.415934672882784,123.92122278181586,782.5405525438713,166.89225854675166,,6A,CarbonMapper API,True
Tanager,tan20250202t025751c00s4001-A,2025-02-02 02:57:51+00:00,14.774336346364905,121.1561091325355,,,,6A,CarbonMapper API,True
Tanager,tan20250202t025751c00s4001-B,2025-02-02 02:57:51+00:00,14.689258746622729,121.1644399541854,1043.9268802360252,328.4261143082076,,6A,CarbonMapper API,True
Tanager,tan20250131t041801c00s4001-A,2025-01-31 04:18:01+00:00,13.584741268104937,100.67125735843833,1593.6892643769584,969.116740068388,,6A,CarbonMapper API,True
Tanager,tan20250129t040523c00s4001-A,2025-01-29 04:05:23+00:00,14.010801482231583,100.31687808163775,,,,6A,CarbonMapper API,True
Tanager,tan20250129t040523c00s4001-B,2025-01-29 04:05:23+00:00,14.006220691010752,100.31851864673706,,,,6A,CarbonMapper API,True
Tanager,tan20250126t025942c00s4001-A,2025-01-26 02:59:42+00:00,14.772584174520262,121.1534898262418,4975.578243414561,885.4911421239538,,6A,CarbonMapper API,True
Tanager,tan20250103t041216c00s4001-A,2025-01-03 04:12:16+00:00,14.053358453419705,99.96083389898696,3181.4461924301254,923.2449373370528,,6A,CarbonMapper API,True
Tanager,tan20250103t041216c00s4001-B,2025-01-03 04:12:16+00:00,14.057043964083933,99.97242231930358,1216.3736193751297,223.22388777584015,,6A,CarbonMapper API,True
Tanager,tan20241231t042918c00s4001-A,2024-12-31 04:29:18+00:00,16.894687556598114,96.02434489324452,,,,6A,CarbonMapper API,True
Tanager,tan20241219t040749c00s4001-A,2024-12-19 04:07:49+00:00,13.579674222166773,100.67041717008436,1750.213330079008,270.7650185741239,,6A,CarbonMapper API,True
Tanager,tan20241026t025418c00s4001-A,2024-10-26 02:54:18+00:00,-7.52770536436698,112.71196637571484,,,,other,CarbonMapper API,True
EMIT (NASA),EMIT_L2B_CH4PLM_002_20230126T062716_000587,2023-01-26 06:27:16+00:00,13.571750843373492,100.66044795180724,,,5612.0,unknown,NASA LP DAAC EMITL2BCH4PLM.002 (CH4PLMMETA JSON),False
