site_ID,lat,lon,year,month,day,hour,minute,second,Q_t_per_hr,Q_error_t_per_hr,wind_speed_m_per_s,sat_ID,obs_ID,date,IME_kg,intermediate_results_L_m,intermediate_results_effective_wind_speed_m_per_s,conversion_ch4_ppb_to_molm2,manually_pinned_sources,plume_tif_file_name,sensor,datetime,emission_kg_hr,uncertainty_kg_hr,source
144,16.04134478,108.14271528,2022,7,25,2,11,41,2.697318097284678,1.3273464280548797,2.03,2,A_Q-for,2022-07-25 02:11:41,784.762978107221,1414.1873391889912,1.3502,0.0003567299,(16.041800;108.142500//16.042900;108.140700),C2_20220725_20220727_A_Q-for_4845_CH4PL.tif,GHGSat (open sample),2022-07-25 02:11:41+00:00,2697.318097284678,1327.3464280548797,GHGSat open Zenodo release (2021-2022)
145,10.66752343,106.67236797,2022,12,29,6,8,24,6.124180820145145,3.097585626073378,1.9,5,LbsSKxL,2022-12-29 06:08:24,871.5034869464388,669.0626737781831,1.306,0.0003576373,(10.667600;106.672600),C5_20221229_20230111_LbsSKxL_9177_CH4PL.tif,GHGSat (open sample),2022-12-29 06:08:24+00:00,6124.180820145145,3097.585626073378,GHGSat open Zenodo release (2021-2022)
146,21.33578,105.83404,2022,8,2,6,21,2,6.378110437083655,2.889313248986685,2.95,4,H_XJ2S5,2022-08-02 06:21:02,1034.503674671187,971.0347070053768,1.6630000000000005,0.0003573485,(21.332000;105.836700//21.336100;105.834200),C4_20220802_20220810_H_XJ2S5_5144_CH4PL.tif,GHGSat (open sample),2022-08-02 06:21:02+00:00,6378.110437083655,2889.3132489866853,GHGSat open Zenodo release (2021-2022)
146,21.33640952,105.83472703,2022,10,24,2,23,20,7.863311091023752,4.246229506020654,1.56,2,-aqAXS5,2022-10-24 02:23:20,5078.01672560466,2767.477433446172,1.1904,0.0003573485,(21.336600;105.834800),C2_20221024_20221026_-aqAXS5_7187_CH4PL.tif,GHGSat (open sample),2022-10-24 02:23:20+00:00,7863.311091023752,4246.229506020654,GHGSat open Zenodo release (2021-2022)
147,21.12825447,105.42313484,2022,7,26,6,24,21,5.053212474156295,2.151943193744526,3.03,3,D_QM9ks,2022-07-26 06:24:21,982.950199557986,1183.5989024492933,1.6902,0.000356359,(21.129800;105.423300),C3_20220726_20220730_D_QM9ks_4969_CH4PL.tif,GHGSat (open sample),2022-07-26 06:24:21+00:00,5053.212474156295,2151.943193744526,GHGSat open Zenodo release (2021-2022)
147,21.12943243,105.42216289,2022,10,16,2,30,4,1.7483461884297975,0.7500684576332765,2.95,2,-aj4dks,2022-10-16 02:30:04,171.8106543106331,588.325145233787,1.6630000000000005,0.000356359,(21.129300;105.423400),C2_20221016_20221019_-aj4dks_6997_CH4PL.tif,GHGSat (open sample),2022-10-16 02:30:04+00:00,1748.3461884297974,750.0684576332765,GHGSat open Zenodo release (2021-2022)
147,21.12933282,105.42327411,2022,11,1,6,19,56,1.86086624596686,0.6730533207177679,4.69,3,DaxKdks,2022-11-01 06:19:56,135.31378309709737,590.1995598635498,2.2546000000000004,0.000356359,(21.129300;105.423600),C3_20221101_20231013_DaxKdks_18156_CH4PL.tif,GHGSat (open sample),2022-11-01 06:19:56+00:00,1860.8662459668599,673.0533207177679,GHGSat open Zenodo release (2021-2022)
147,21.12969319,105.42306321,2022,11,5,6,24,23,0.9841280355347114,0.5099115160220725,1.78,4,Hb3Adks,2022-11-05 06:24:23,76.19082438781408,352.62471865981547,1.2652,0.000356359,(21.129400;105.423300),C4_20221105_20221114_Hb3Adks_7629_CH4PL.tif,GHGSat (open sample),2022-11-05 06:24:23+00:00,984.1280355347114,509.91151602207253,GHGSat open Zenodo release (2021-2022)
147,21.12967,105.42445,2022,12,19,6,25,15,1.622719246615304,0.8098571243700949,1.95,5,LbiJ9ks,2022-12-19 06:25:15,167.17775532067563,490.6789727810976,1.323,0.000356359,(21.129700;105.423900),C5_20221219_20221231_LbiJ9ks_8781_CH4PL.tif,GHGSat (open sample),2022-12-19 06:25:15+00:00,1622.719246615304,809.857124370095,GHGSat open Zenodo release (2021-2022)
148,20.81502298,106.7551248,2022,10,11,6,18,15,1.017941648961723,0.6122174163378948,1.11,4,HacOE4Q,2022-10-11 06:18:15,112.88515291555028,414.1547876683679,1.0374,0.0003576373,(20.814900;106.755300),C4_20221011_20221013_HacOE4Q_6849_CH4PL.tif,GHGSat (open sample),2022-10-11 06:18:15+00:00,1017.941648961723,612.2174163378949,GHGSat open Zenodo release (2021-2022)
